,question,result
144,"카이사르의 양자가 된 옥타비아누스는 카이사르가 암살된 후 어떤 위치를 차지했으며, 그에 따라 얻은 칭호는 무엇인가?","1. 옥타비아누스가 율리우스 카이사르 암살 후 어떤 위치를 차지했는가?
2. 옥타비아누스가 율리우스 카이사르 암살 후 얻은 칭호는 무엇인가?"
1158,"스펜서는 어떤 분야에 큰 족적을 남겼으며, 그의 저서 중 첫 번째와 두 번째는 무엇이며, 그 내용은 무엇인가?","1. 스펜서는 어떤 분야에 큰 족적을 남겼는가?
2. 스펜서의 첫 번째 저서는 무엇인가?
3. 스펜서의 첫 번째 저서의 내용은 무엇인가?
4. 스펜서의 두 번째 저서는 무엇인가?
5. 스펜서의 두 번째 저서의 내용은 무엇인가?"
1201,"양화나루와 잠두봉 유적이 지정된 연도는 언제이며, 그 이유는 무엇인가?","1. 양화나루와 잠두봉 유적이 지정된 연도는 언제인가?
2. 양화나루와 잠두봉 유적에 지정된 이유는 무엇인가?"
296,세인트존스라는 도시가 위치한 국가와 인구는 얼마인가?,"1. 세인트존스 도시가 위치한 국가는 무엇인가?
2. 세인트존스 도시의 인구는 얼마나 되는가?"
661,표준 점수를 계산하는 공식과 그 의미는 무엇인가요?,"1. 표준 점수를 계산하는 공식은 무엇인가요?
2. 표준 점수의 의미는 무엇인가요?"
982,마쓰야마 시는 어디에 위치하고 있으며 인구는 얼마인가?,"1. 마쓰야마 시의 위치는 어디인가?
2. 마쓰야마 시의 인구는 얼마나 되는가?"
59,바울로 서신들 가운데 하나인 데살로니카인들에게 보낸 둘째 편지의 저작성에 대해 학자들의 의견은 무엇인가?,"1. 바울로 서신 데살로니카인들 둘째 편지의 저작성 학자들 의견은 무엇인가?
2. 데살로니카인들에게 보낸 바울로 서신 둘째 편지의 저작성에 대한 학자들의 견해은 무엇인가?"
151,HD현대오일뱅크의 2015년 기준 매출액과 영업이익은 얼마인가?,"1. HD현대오일뱅크의 2015년 매출액은 얼마인가?
2. HD현대오일뱅크의 2015년 영업이익은 얼마인가?"
274,리무쟁의 위치와 면적은 무엇인가?,"1. 리무쟁의 위치는 어디인가?
2. 리무쟁의 면적은 얼마인가요?"
327,국보와 보물의 지정 기준은 무엇인가?,"1. 국보의 지정 기준은 무엇입니까?
2. 보물의 지정 기준은 무엇입니까?"
185,마카오 특별행정구의 위치와 주변 도시 이름은 무엇인가?,"1. 마카오 특별행정구의 위치는 어디에 있나요?
2. 마카오 주변 도시 이름은 무엇인가요?"
1044,"스텔스 기술을 적용한 기체 전체를 가진 다른 전투기들은 무엇이며, 그들의 내부무장창에 장착할 수 있는 폭탄의 최대 무게는 얼마인가?","1. 스텔스 기술을 적용한 기체를 가진 전투기 종류는 무엇이 있나요?
2. 스텔스 기술을 적용한 전투기 내부무장창에 장착할 수 있는 폭탄의 최대 무게는 얼마인가요?"
594,헬름스-버튼법의 주요 내용과 목적은 무엇인가?,"1. 헬름스-버튼법의 주요 내용은 무엇인가?
2. 헬름스-버튼법의 목적은 무엇인가?"
858,"서춘은 어떤 친일 행적을 보였으며, 그로 인해 어떠한 결과가 발생했나요?","1. 서춘은 어떤 친일 행적을 보였는가?
2. 서춘의 친일 행동으로 어떤 결과가 발생했나요?"
1238,"장 프레데리크 졸리오퀴리는 언제 태어났고, 언제 사망했는가?","1. 장 프레데리크 졸리오퀴리의 생년월일은 언제인가?
2. 장 프레데리크 졸리오퀴리의 사망일은 언제인가?"
254,"1918년 2월 18일, 김형직은 무슨 이유로 체포되었고, 얼마 동안 옥고를 치렀는가?","1. 1918년 2월 18일 김형직은 무슨 이유로 체포되었나?
2. 김형직은 얼마 동안 옥고를 치렀는가?"
91,이두황은 언제 태어났으며 그의 본관과 자는 무엇인가?,"1. 이두황은 언제 태어 났는가?
2. 이두황의 본관과 자는 무엇인가?"
618,금강산의 위치와 높이는 무엇인가?,"1. 금강산 위치는 어디인가?
2. 금강산 높이는 얼마나 높은가?"
623,삼발은 어떤 재료로 만드는지 알려주세요.,"1. 삼발 제조 재료는 무엇인가요?
2. 삼발 만드는 방법에 대해 알려주세요."
1180,"고황경은 어떤 친일 단체에 참여했으며, 그 활동은 무엇이었나요?","1. 고황경이 참여한 친일 단체는 무엇이었나요?
2. 고황경의 참여한 친일 단체에서 어떤 활동은 하였는가?"
1154,"영화 《게이샤의 추억》은 어떤 년도의 미국 서사 영화이며, 감독과 제작자는 누구인가?","1. 영화 《게이샤의 추억》은 몇년도 미국 서사 영화인가?
2. 영화 《게이샤의 추억》의 감독은 누구인가?
3. 영화 《게이샤의 추억》의 제작자는 누구인가?"
1011,"안창남의 모국방문 비행은 어떤 의미였으며, 그 동안 어떤 유행어가 생겼는가?","1. 안창남의 모국방문 비행은 어떤 의미가 있는가?
2. 안창남의 모국방문 동안 어떤 유행어가 생겼는가?"
1048,"미야기 구장은 어디에 위치하고 있으며, 어떤 팀의 전용 구장인가?","1. 미야기 구장의 위치는 어디인가?
2. 미야기 구장을 전용 구장으로 사용하는 팀의 이름은 무엇인가?"
918,"우즈베크어는 어떤 언어들의 영향을 받았으며, 어떤 문자를 사용하는가?","1. 우즈베크어가 어떤 언어의 영향을 받았는가?
2. 우즈베크어가 어떤 문자를 사용하는가?"
370,반중성미자의 정의와 특징은 무엇인가?,"1. 반중성미자의 정의는 무엇인가?
2. 반중성미자의 특징은 무엇인가?"
1198,"창의적 체험활동의 구성 요소는 무엇이며, 2022 개정 교육과정에서 어떻게 변화할 예정인가?","1. 창의적 체험활동의 구성 요소는 무엇인가?
2. 2022 개정 교육과정에서 창의적 체험활동은 어떻게 변화할 예정인가?"
562,"아쿠에이리언 에이지 시리즈의 세계관은 어떻게 구성되어 있으며, 플레이어의 역할은 무엇인가?","1. 아쿠에이리언 에이지 시리즈의 세계관은 어떻게 구성되어 있는가?
2. 아쿠에이리언 에이지 시리즈에서 플레이어의 역할은 무엇인가?"
827,"새 조약인 ""미일상호방위조약""의 주요 내용은 무엇이며, 그와 관련하여 일본 대표단이 귀국한 이후 어떤 논란과 반대 움직임이 있었는가?","1. ""미일상호방위조약"" 주요 내용은 무엇인가?
2. 일본 대표단 귀국 후 어떤 논란이 있었는가?
3. 일본 대표단 귀국 후 어떤 반대 움직임이 있었는가?"
338,"옥스퍼드셔 주의 주요 산업은 무엇이며, 그 중에서도 교육과 관광업에 대한 설명을 해주세요.","1. 옥스퍼드셔 주의 주요 산업은 무엇인가
2. 옥스퍼드셔 주에서 교육과 관광업은 어떤가요?"
583,5차원 다포체의 특징과 투영 방법은 무엇인가?,"1. 5차원 다포체의 특징은 무엇인가?
2. 5차원 다포체의 투영 방법은 무엇인가?"
973,"배드민턴은 올림픽 정식 종목으로 언제부터 채택되었으며, 어떤 세부 종목이 있는가?","1. 배드민턴이 올림픽 정식 종목으로 채택된 연도는 언제인가?
2. 배드민턴의 올림픽 세부 종목은 어떤 것이 있는가?"
825,"안보투쟁()은 언제부터 시작되었으며, 어떤 목적으로 일어났는가?","1. 안보투쟁이 언제부터 시작되었는가?
2. 안보투쟁이 어떤 목적으로 일어났는가?"
850,부산 BNK 썸의 창단 연고지와 현재 연고지는 어디인가?,"1. 부산 BNK 썸의 창단 연고지는 어디인가?
2. 부산 BNK 썸의 현재 연고지는 어디인가?"
936,"타르튀프의 초연 이후에 어떤 일이 일어났고, 몰리에르는 어떻게 대응했는가?","1. 타르튀프의 초연 이후에 어떤 일이 일어났는가?
2. 몰리에르가 타르튀프의 초연 이후에 어떻게 대응했는가?"
729,간분의 역사에 대해 설명해 주세요.,"1. 간분의 역사는 어떻게 시작되었나요?
2. 간분의 역사에서 중요한 사건이 있었나요?"
1210,중소기업특별위원회가 출범한 날짜와 폐지된 이유는 무엇인가?,"1. 중소기업특별위원회의 출범 일자는 언제인가?
2. 중소기업특별위원회가 폐지된 이유는 무엇인가?"
353,"WHO는 어떤 두 가지 입헌적 직무를 맡고 있으며, 그 목적은 무엇인가?","1. WHO는 어떤 두 가지 입헌적 직무를 맡고 있나요?
2. WHO가 입헌적 직무를 맡고 있는 목적은 무엇인가?"
539,"""Veni, vidi, vici""라는 유명한 라틴어 경구는 무엇을 의미하는가?","1. ""Veni, vidi, vici"" 라틴어 구문의 정확한 번역은 무엇입니까?
2. 유명한 라틴어 문구 ""Veni, vidi, vici""가 어떤 맥락에서 사용되는지 알려주세요."
476,"유정의 아버지가 누구이며, 유정은 언제부터 촉에 여왕이 되었는가?","1. 유정의 아버지는 누구인가?
2. 유정은 언제부터 촉에 여왕이 되었는가?"
1058,"프레세페 성단의 발견과 관련된 역사적인 사건들은 무엇이며, 갈릴레이와 메시에의 역할은 무엇인가?","1. 프레세페 성단의 발견과 관련된 역사적인 사건들은 무엇인가?
2. 프레세페 성단의 발견과 관련해서 갈릴레이와 메시에의 역할은 무엇인가?"
819,"복어가 먹는 물고기나 해파리 등은 어떤 종류의 것들이며, 어릴 때에는 무엇을 먹으며 성어가 되면 무엇을 먹는지 알려주세요.","1. 복어가 먹는 물고기나 해파리 등의 종류는 무엇인가요?
2. 복어가 어릴 때에는 무엇을 먹고, 성어가 되면 무엇을 먹나요?"
1004,"김원벽은 언제 태어났으며, 어디서 출생하였는가?","1. 김원벽의 생년월일은 언제인가?
2. 김원벽은 어느 지역에서 태어났는가?"
902,로봇 배제 표준(robots exclusion standard)의 목적과 특징은 무엇인가?,"1. 로봇 배제 표준(robots exclusion standard)의 목적은 무엇인가?
2. 로봇 배제 표준(robots exclusion standard)의 특징은 무엇인가?"
31,"안고로이는 어떤 감독이 제작했으며, 제작 연도는 언제인가?","1. 안고로이 감독은 누구인가?
2. 안고로이의 제작 연도는 언제인가?"
751,400년 동안 7월은 어떤 요일에 시작하는지 알려주세요.,"1. 400년 동안 7월 1일이 무슨 요일인가요?
2. 400년 동안 7월 1일이 어떤 요일에 시작하는지 알려주세요."
1160,김달수의 출생지와 생년월일은 무엇인가?,"1. 김달수의 출생지는 어디인가?
2. 김달수의 생년월일은 언제인가?"
955,맥팔랜드 사건이 발생한 날짜와 원인은 무엇인가?,"1. 맥팔랜드 사건 발생 날짜는 언제인가?
2. 맥팔랜드 사건 발생 원인은 무엇인가?"
391,"김용준은 어디에서 학사를 받았으며, 어느 년도에 졸업했는가?","1. 김용준은 어디에서 학사를 받았나요?
2. 김용준은 어느 년도에 졸업했는가?"
701,"거리 공간 formula_1의 확대 상수(擴大常數)란 무엇이며, 그 하한은 얼마인가?","1. 거리 공간 formula_1의 확대 상수란 무엇이며, 그 의미는 무엇인가?
2. 거리 공간 formula_1의 확대 상수의 하한은 얼마인가?"
273,"현재 브라운슈바이크 공국이 속한 주는 어디이며, 그 지역은 얼마인가?","1. 현재 브라운슈바이크 공국이 속한 주는 어디인가?
2. 브라운슈바이크 공국속한 주의 지역 면적은 얼마인가?"
284,"악어는 어떤 성향을 가지고 있으며, 왜 이러한 성향을 보이는가?","1. 악어는 어떤 성향을 가지고 잇나요?
2. 악어가 어떤 성향을 가지고 있는 이유는 무엇인가?"
1234,"네덜란드의 행정 구역은 총 몇 개로 나뉘고, 그 중 2차 행정구역인 헤메인테는 어디에 위치하고 있는가?","1. 네덜란드의 행정 구역 수는 몇 개인가?
2. 네덜란드 2차 행정구역인 헤메인테의 위치는 어디인가?"
1061,"유다 복음서가 언제 쓰여졌으며, 원래 언어는 무엇인가?","1. 유다 복음서가 언제 쓰여졌는가?
2. 유다 복음서의 원래 쓰여진 언어는 무엇인가?"
1188,부전고원의 위치와 특징은 무엇인가?,"1. 부전고원의 위치는 어디에 있나요?
2. 부전고원의 특징은 무엇인가요?"
233,"삼천포의 시로 승격 과정은 어떻게 진행되었으며, 그에 대한 이유는 무엇인가?","1. 삼천포의 시로 승격 과정은 어떻게 진행되었나요?
2. 삼천포의 시로 승격 이유는 무엇인가요?"
263,"와이움의 모토는 무엇이며, 국제 와이움이 어떻게 시작되었는지 설명해 주세요.","1. 와이움의 모토는 무엇인가요?
2. 국제 와이움이 어떻게 시작되었나요?"
747,궈톄를 만드는 방법은 무엇인가?,"1. 궈톄 만드는 방법은 무엇인가?
2. 궈톄는 무엇인가?"
714,"신약성경에서는 예수를 주로 부르는 것이 부르는 자의 영혼과 양심의 주인됨을 선포하는 의미를 가지고 있습니다. 예수의 제자 중 도마는 요한복음 20:28에서 ""나의 주님이시요 나의 하나님이시니이다""고 고백하였습니다. 사도 바울은 고린도전서 12장에서 이것은 성령에 의한 것이라고 말했습니다. 반대로 악령에 의하면, 예수를 저주받은자로 말합니다. 존 오언은 그의 성령론에서 그리스도를 주로 고백하는 것은 첫째가 믿음이고 둘째는 믿음을 고백하는 것이라고 말했다. 마태복음 16장 16절에서 베드로는 '주는 그리스도시요. 살아계신 하나님의 아들이시니이다'라고 고백하는 것은 베드로의 믿음과 믿음의 고백이 모두 있었고, 그 바위 위에 교회를 세우는 것이라고 예수는 말했다. 그리스도의 주되심(The Lordship of Christ)란 무엇입니까?","1. 그리스도의 주되심이란 무엇이며, 성경에서 어떻게 설명되고 있는가?
2. 예수를 주로 부르는 것이 부르는 자의 영혼과 양심의 주인됨을 선포하는 의미는 무엇이며, 성경에서 어떻게 나타나는가?"
1007,"김원벽은 언제 사망했으며, 어디서 사망하였는가?","1. 김원벽 사망일은 언제인가?
2. 김원벽이 사망한 장소는 어디인가?"
68,"오사카 전투는 언제 발생했으며, 그 원인은 무엇인가?","1. 오사카 전투 발생 일자가 언제인가?
2. 오사카 전투 발생 원인은 무엇인가?"
796,"남포역의 안내 방송은 어떻게 개편되었으며, 어떤 정보를 전달하는가?","1. 남포역 안내 방송 개편 내용은 무엇인가?
2. 남포역 안내 방송이 전달하는 정보들은 어떤 정보인가?"
299,"디젤 엔진에 이용되는 연료는 무엇이며, 그 특징은 무엇인가?","1. 디젤 엔진에 사용되는 연료 종류는 무엇인가?
2. 디젤 엔진에 이용되는 연료의 특징은 무엇인가?"
475,"나가오카쿄시의 위치는 어디이고, 시명의 유래는 무엇인가?","1. 나가오카쿄시 위치는 어디인가?
2. 나가오카쿄시 시명의 유래는 무엇인가?"
1046,"목욕탕이란 무엇이며, 대한민국에서는 목욕탕 영업을 어떻게 분류하는가?","1. 목욕탕이란 무엇인가?
2. 대한민국 목욕탕 영업 분류 방법은 무엇인가"
812,플랑크 전류의 정확한 값은 얼마인가?,"1. 플랑크 전류의 정확한 값은 얼마인가?
2. 플랑크 상수 전류의 정확한 값은 무엇인가?"
289,요코스카 시의 인구가 언제 가장 많았으며 그 때의 인구는 얼마였나?,"1. 요코스카 시의 인구가 가장 많았던 것은 언제인가요?
2. 요코스카 시에서 가장 많은 인구가 기록된 때의 인구는 얼마인가요?"
260,"헌법위원회에서 위헌결정의 효력은 언제 발생했으며, 그 이유는 무엇인가?","1. 헌법위원회 위헌결정 효력은 언제 발생했는가?
2. 헌법위원회 위헌결정의 효력이 발생한 이유는 무엇인가?"
756,"유의태와 그의 아들 유도지는 각각 어떤 성격을 가지고 있었으며, 허준과의 관계에서 어떻게 행동했는지 알려주세요.","1. 유의태 성격과 특징을 설명하시오.
2. 유도지 성격과 특징을 설명하시오."
526,"유대교와 기독교에서 경전을 확정할 당시 따랐던 전승의 차이는 무엇이었으며, 그로 인해 경전 목록이 서로 다르게 된 이유는 무엇인가?","1. 유대교와 기독교에서 경전을 확정할 당시 따랐던 전승의 차이는 무엇이었는가?
2. 유대교와 기독교에서 경전 목록이 서로 다르게 된 이유는 무엇인가?"
249,"제르베르는 어디서 태어났으며, 그가 공부한 곳은 어디였는가?","1. 제르베르는 어디서 태어났는가?
2. 제르베르가 공부한 장소는 어디인가?"
1144,"멕시코와 미국 사이의 갈등은 어디서부터 시작되었으며, 어떤 사건이 전쟁을 일으켰는가?","1. 멕시코와 미국 사이의 갈등은 어디서부터 시작되었는가?
2. 멕시코와 미국 사이에 어떤 사건이 전쟁을 일으켰는가?"
184,"경전철과 라이트 레일(LRT)의 차이점은 무엇이며, 한국어에서 경전철을 라이트 레일로 번역하는 경우에는 어떤 문제가 있는가?","1. 경전철과 라이트 레일(LRT)의 차이점은 무엇인가
2. 한국어에서 경전철을 라이트 레일로 번역하는 경우에 발생하는 문제는 무엇인가"
215,포키 걸즈와 비너스 무스의 특징은 무엇인가?,"1. 포키 걸즈의 특지은 무엇안가?
2. 비너스 무스의 특징은 무엇인가?"
217,"포키 걸즈와 비너스 무스는 어느 앨범에 수록되었으며, 그 중에서 어떤 버전의 곡이 수록되었는가?","1. 포키 걸즈와 비너스 무스가 수록된 앨범은 무엇인가요?
2. 포키 걸즈와 비너스 무스 중 어떤 버전의 곡이 수록되었나요?"
1055,트리엔트 공의회에서 반포한 교령들은 이후 어떤 영향을 미쳤나?,"1. 트리엔트 공의회에서 반포한 교령들은 무엇인가?
2. 트리엔트 공의회에서 반포한 교령들의 영향은 무엇인가?"
360,"덕종의 능은 어디에 위치하고 있으며, 2016년 조선민주주의인민공화국에서 발견된 왕릉의 이름과 크기는 얼마인가?","1. 덕종의 능은 어디에 위치하고 있나요?
2. 2016년 조선민주주의인민공화국에서 발견된 왕릉의 이름과 크기는 얼마인가?"
53,진은숙이 공부를 위해 독일 함부르크에서 지냈던 기간은 언제부터 언제까지였나요?,"1. 진은숙 독일 함부르크 공부 기간은 어떻게 되나요?
2. 진은숙 함부르크 체류 기간은 어떻게 되나요?"
1214,"영남외국어대학교가 대학구조개혁평가에서 받은 등급은 무엇이었으며, 정부 재정 지원 제한은 언제까지 이어질 예정인가?","1. 영남외국어대학교가 대학구조개혁평가에서 받은 등급은 무엇이었는가?
2. 영남외국어대학교에 대한 정부 재정 지원 제한은 언제까지 이어질 것인가?"
81,"봄여름가을겨울이 미국에서 앨범 제작 과정을 경험한 것은 언제이며, 그 앨범의 특징은 무엇인가?","1. 봄여름가을겨울 미국 앨범 제작 과정 경험한 날짜는 언제인가?
2. 봄여름가을겨울 미국 앨범의 특징은 무엇인가?"
268,"에밀 졸라는 어떤 글을 통해 군부의 부도덕성을 고발했으며, 그 글이 사회에 미친 영향은 무엇인가?","1. 에밀 졸라는 어떤 글을 통해 군부의 부도덕성을 고발하였는가?
2. 에밀 졸라의 글이 사회에 미친 영향은 무엇인가?"
1194,주보바폴랴나의 역사와 현재 군수의 이름은 무엇인가?,"1. 주보바폴랴나의 역사에 대해서 알려주세요.
2. 주보바폴랴나의 현재 군수 이름은 무엇인가?"
1037,"커스티 리 코번트리는 올림픽에서 어떤 종목에서 금메달을 획득했으며, 그 외에도 어떤 메달을 획득했는가?","1. 커스티 리 코번트리 올림픽에서 금메달을 획득한 종목은 무엇인가요?
2. 커스티 리 코번트리 올림픽에서 금메달 이외에 어떤 메달을 더 획득했나요?"
269,브라운슈바이크 공국이 창설된 연도와 그 원인은 무엇인가?,"1. 브라운슈바이크 공국이 창설된 연도는 언제인가?
2. 브라운슈바이크 공국이 창설된 원인은 무엇인가?"
251,"닫힌 원순서 집합의 특성은 무엇이며, 그 예시를 들어주세요.","1. 닫힌 원순서 집합의 특성은 무엇인가
2. 닫힌 원순서 집합의 예시는 무엇인가"
534,고토구의 주요 지구는 무엇인가?,"1. 고토구의 주요 지구는 몇 개인가?
2. 고토구의 주요 지구 명칭은 무엇인가?"
620,금강산의 총면적과 다양한 지형 특징은 무엇인가?,"1. 금강산의 총면적은 얼마이며, 어떤 지형 특징을 가지고 있나요?
2. 금강산의 지형적인 특징에는 어떤 것들이 있고, 어떤 면적으로 이루어져 있나요?"
1232,"전쟁이 끝난 후 리게티 죄르지는 부다페스트에서 음악공부를 다시 시작했고 누구를 사사했으며, 1949년에 졸업한 후 무엇을 하게 되었는가?","1. 전쟁이 끝난 후 리게티 죄르지는 부다페스트에서 음악공부를 다시 시작했고 누구를 사사했는가?
2. 리게티 죄르지는 949년에 졸업한 후 무엇을 하게 되었는가?"
229,삼천포의 위치와 주요 특징은 무엇인가?,"1. 삼천포의 위치는 어디에 있나요?
2. 삼천포의 주요 특징은 무엇인가요?"
621,삼발은 어디에서 즐겨 먹고 만드는지 알려주세요.,"1. 삼발을 먹는 곳은 어디인가요?
2. 삼발을 만드는 방법은 무엇인가요?"
1223,"관악구의 행정 구역은 법정동으로 몇 개가 있으며, 그 중 하나인 봉천동에 대한 설명이 필요하다.","1. 관악구의 행정 구역은 법정동으로 몇 개가 있는가?
2. 관악구의 행정 구역은 법정동 중 하나인 봉천동에 대한 설명은 무엇인가?"
231,"삼천포의 역사는 언제부터 시작되었고, 그 중 가장 중요한 사건은 무엇인가?","1. 삼천포의 역사는 언제부터 시작되었나요?
2. 삼천포의 역사 중 가장 중요한 사건은 무엇인가요?"
451,"RNA는 어떤 화학 구조를 가지고 있으며, 그 특징은 무엇인가?","1. RNA는 어떤 화학 구조를 가지고 있는가?
2. RNA의 특징은 무엇인가?"
253,"김형직은 어떤 학교를 졸업했으며, 그 후 어디서 교사로 일했나?","1. 김형직은 어떤 학교를 졸업했는가?
2. 김형직은 어디서 교사로 일했나?"
129,"콜럼버스의 탐험으로 인해 유럽과 아시아에 전래된 작물은 무엇이며, 그로 인한 영향은 무엇인가?","1. 콜럼버스의 탐험으로 유럽과 아시아에 전래된 작물은 무엇인가?
2. 콜럼버스의 탐험으로 전래된 작물은 유럽과 아시아에 어떤 영향을 주었나?"
152,"교황 호노리오 1세의 재위 기간은 언제이며 , 선출은 어떻게 이루어졌나?","1. 교황 호노리오 1세의 재위 기간은 언제인가?
2. 호노리오 1세의 교황 선출은 어떻게 이루어졌나?"
1057,"프레세페 성단은 어디에 위치하고 있으며, 다른 근지구 성단들에 비해 어떤 특징을 가지고 있는가?","1. 프레세페 성단의 위치는 어디인가?
2. 프레세페 성단은 다른 근지구 성단들에 비해 어떤 특징을 가지고 있는가?"
130,영화 《말아톤》의 개봉 연도와 주인공의 이름은 무엇인가?,"1. 말아톤 영화의 개봉 연도는 언제인가?
2. 말아톤 주인공의 이름은 무엇인가?"
464,DCT는 신호처리 및 영상처리에 어떤 장점이 있는가?,"1. DCT의 신호처리 장점은 무엇인가?
2. DCT의 영상처리 장점은 무엇인가?"
261,"헌법위원회의 위헌심사 건수는 얼마였으며, 그 이유는 무엇인가?","1. 헌법위원회의 위헌심사 건수는 얼마인가?
2. 헌법위원회의 위헌심사 이유는 무엇인가?"
321,"휠라 코리아 대표 윤윤수가 2003년에 무슨 방식으로 휠라를 인수했으며, 그 후 휠라의 경영 구조는 어떻게 변했다?","1. 휠라 코리아 대표 윤윤수가 2003년에 휠라를 인수한 방식은 무엇이었나요?
2. 휠라 코리아 대표의 인수 후에 휠라의 경영 구조가 어떻게 변화되었나요?"
302,"일광절약 시간제의 시행으로 인해 인간행동에 미치는 부정적인 영향은 무엇이며, 그 이유는 무엇인가?","1. 일광절약 시간제의 시행으로 인해 인간행동에 미치는 부정적인 영향은 무엇인가?
2. 일광절약 시간제의 시행으로 인해 인간행동에 미치는 부정적인 영향을 미치는 이유는 무엇인가요?"
705,"《맹자》의 구성은 어떻게 되며, 각 편의 내용은 무엇입니까?","1. 맹자 책 구성은 어떻게 되나요?
2. 맹자 책의 각 편 내용은 무엇인가요?"
859,서춘이 받은 상훈과 그 의미를 설명해 주세요.,"1. 서춘이 받은 상훈은 무엇인가?
2. 서춘이 받은 상훈은 어떤 의미를 갖고 있나?"
1173,"평양의학대학은 어디에 위치해 있으며, 인접한 대학은 무엇인가?","1. 평양의학대학은 어디에 위치해 있는가?
2. 평양의학대학에 인접한 대학은 무엇인가?"
1142,"칠거지악이란 무엇이며, 삼불거는 무엇인가?","1. 칠거지악이란 무엇이며?
2. 삼불거는 무엇인가?"
923,예언자의 역할과 중요성에 대해 설명해 주세요.,"1. 예언자의 역할은 무엇인가?
2. 예언자의 중요성에 대해 설명해 주세요."
309,"조훈현이 입당한 정치당의 이름은 무엇이고, 정식 입당한 날짜는 언제인가?","1. 조훈현이 입당한 정치당의 이름은 무엇인가?
2. 조훈현이 정식 입당한 날짜는 언제인가?"
6,"총괄제어의 발전은 전동차와 디젤 기관차 계통에서 어떻게 진행되었으며, 주요 특징은 무엇이었는지 알려주세요.","1. 총괄제어의 발전이 전동차와 디젤 기관차에서 어떻게 이루어졌나?
2. 총괄제어의 발전의 주요 특징은 무엇이었나?"
1112,"프로그램 《호기심 천국》은 언제부터 시작되었고, 몇 년 동안 방영되었으며, 마지막으로 어디서 볼 수 있는지 알려주세요.","1. 프로그램 《호기심 천국》의 방영 시작 날짜는 언제인가?
2. 프로그램 《호기심 천국》의 방영 기간 얼마동안인가?
3. 프로그램 《호기심 천국》을 마지막으로 볼 수 있는 곳은 어디인가?"
79,"봄여름가을겨울이 발표한 대표곡 중 하나는 무엇이며, 그 곡의 특징은 무엇인가?","1. 봄여름가을겨울 대표곡 중 하나는 무엇인가
2. 봄여름가을겨울 대표곡의 특징은 무엇인가"
864,"한국에서는 바벨2세가 어떻게 발매되었으며, 정식 번역본이 언제 발매되었다?","1. 바벨2세 한국 발매 방법은 무엇인가?
2. 바벨2세 한국 정식 번역본 발매일은 언제인가?"
566,주특기번호는 어떤 4가지 신분에게 부여되는가?,"1. 주특기번호 부여 기준은 무엇인가?
2. 주특기번호를 받을 수 있는 자격은 무엇인가?"
975,"스파게티 코드란 무엇이며, 그 원인은 무엇인가?","1. 스파게티 코드란 무엇인가?
2. 스파게티 코드가 발생하는 원인은 무엇인가?"
710,"TFT-LCD가 컴퓨터 모니터와 휴대전화 분야에서 어떻게 사용되었으며, 그 시점은 언제인가?","1. TFT-LCD가 컴퓨터 모니터에서 어떻게 사용되었는가?
2. TFT-LCD가 휴대전화 분야에서 사용된 시점은 언제인가?"
1123,비드고슈치의 산업과 교통은 어떻게 되는가?,"1. 비드고슈치의 산업 현황은 어떠한가?
2. 비드고슈치의 교통 시스템은 어떻게 구성되어 있는가?"
965,"그리스와 마케도니아의 주장은 무엇이었으며, 양국 간에 어떤 합의를 이뤘나?","1. 그리스와 마케도니아의 주장은 무엇이었는가?
2. 그리스와 마케도니아 간에 이루어진 합의는 무엇인가?"
828,"안보투쟁의 결과로, 일본 사회에서 어떤 변화가 일어났으며, 그에 대한 정부의 대응은 어떠했을까요?","1. 안보투쟁의 결과로 일본 사회에서 어떤 변화가 있었는가?
2. 일본 정부가 안보투쟁 결과에 대해 어떻게 대응했는가?"
567,"주특기번호에는 몇 가지 종류가 있으며, 그 중 특수병과와 기술행정(의무)병에 해당하는 주특기번호의 수는 각각 얼마인가?","1. 주특기번호 종류는 무엇인가?
2. 특수병과와 기술행정(의무)병 주특기번호 수는 각각 얼마나 있는가?"
599,"관계형 데이터베이스는 무엇이며, 그 원리는 무엇인가?","1. 관계형 데이터베이스란 무엇이며, 어떤 원리로 동작하는가?
2. 관계형 데이터베이스의 작동 원리는 무엇이며, 어떻게 구성되어 있는가?"
138,"양곤은 언제 어떻게 세워졌으며, 화재로 파괴되었던 것은 언제인가?","1. 양곤은 언제 세워졌는가?
2. 양곤이 화재로 파괴되었던 것은 언제인가?"
105,케플러의 아버지와 어머니의 직업은 무엇이었나?,"1. 케플러의 아버지의 직업은 무엇인가?
2. 케플러의 어머니의 직업은 무엇인가?"
407,"십계명의 용어는 어디서 유래되었으며, 출애굽기/탈출기와 신명기에 어느 장절에서 언급되는지 알려주세요.","1. 십계명의 용어는 어디서 유래되었나요?
2. 출애굽기/탈출기와 신명기에 어느 장절에서 언급되나요?"
1126,"탈리도마이드의 대표적인 부작용은 무엇이며, 그로 인해 어떤 종류의 기형이 발생했습니까?","1. 탈리도마이드의 대표적인 부작용은 무엇인가?
2. 탈리도마이드로 대표적인 부작용으로 인해 어떤 종류의 기형이 발생했는가?"
